Cristina;16/01/2016;22;no;no;[Colombe, Antonia, Nezihe, Fiammetta, Luce, Nazan, Anne, Reina, Remziye, Berta, Martina, Elisée, Rossella, Yolène, Kamile, Ambra, Emma, Brunilde, Madalena, Gregoria, Casilda, Hanım]
Crocefissa;04/07/2016;18;yes;yes;[Eléonore, İzel, İlkben, Celeste, Dorothée, Marzia, Munise, Pιrιltι, Blasa, Şennur, Almundina, İdil, Jacotte, Iona, Benigna, Marianna, Francesca, Miranda]
Cronida;20/07/2016;13;no;no;[Carona, Filiz, Déborah, Peral, Tea, Désirée, Italia, Paule, Gülçin, Méloée, Acelya, Adélaïde, Esme]
Cunegonda;31/05/2016;14;yes;no;[Elvia, Eloisa, Andeana, Leira, Germana, Necla, Dominga, Hazan, Chiara, Fausta, Amalur, Blandine, Alma, Fernanda]
Cuzia;14/05/2016;15;yes;yes;[Claudine, Maruta, Igone, Noëlle, Odetta, Lütfiye, Cecilia, Laure, Floralie, Cora, Nurgül, Eve, Aglaé, Marianna, Vanda]
Cyprienne;18/12/2014;24;yes;no;[Jesusa, Özden, Delmar, Gabrielle, Prudenzia, Galatea, Delcine, Camilla, Raffaella, Feride, Sabiha, Florentina, Albertina, Huri, Henriqua, Emilia, Dulcinia, Ida, Delma, Annie, Carmencita, Bartolomea, Kamelya, Tayyibe]
Cécile;31/05/2015;17;yes;no;[Christelle, Miriam, Agnese, Elettra, Naiara, Géraldine, Nurcan, Elaide, Latife, Floriana, Sabrina, Nancy, Sabana, Luciana, Proserpina, Emine, Müge]
Céleste;31/08/2014;1;yes;no;[Fehime]
Célestine;21/04/2016;11;no;no;[Coralise, Lareina, Kemina, Zelinda, Diodata, Gülden, Adelasia, Ildegonda, Alona, Simona, Céline]
Célie;19/01/2015;25;no;yes;[Valeriana, Dulcina, Verdad, Marta, Benedetta, Garabina, Cecilia, Magda, Gülsen, Alegria, Melosia, Bartolomea, Norma, Orsola, Clarisse, Madra, Gönül, Kiraz, Palmazio, Stella, Ester, Cesara, Sveva, Dionis, Aimée]
Céline;07/11/2015;21;no;no;[Laurène, Naomie, Serpil, Oriane, Şükran, Félicie, Cristina, Liliane, Perihan, Vala, Pabla, Gloria, Ersilia, Alona, Isa, Aletia, Molara, Alexane, Hediye, Adelaide, Romane]
Dafne;10/12/2014;22;no;yes;[Loretta, Lalegün, Afet, Gülnaz, Claudie, Söğüda, Jeanne, Evelina, Alberta, Arzu, Sevil, Landa, Léna, Garabine, Gabrielle, Sabana, Eusebia, Modesta, Unna, Aybüke, Rina, Dicle]
Dahlia;10/05/2015;11;no;no;[Neta, Immacolata, Bibiana, Thiphanie, Amanda, Dionis, Addolorata, Angélique, Gwenaëlle, Fe, Bérénice]
Dalida;17/09/2014;10;yes;no;[Raymonde, Crescenzia, Pepita, Teodora, Valérie, Carolina, Nurdan, Alessandra, Dafne, Axelle]
Dalila;02/06/2016;21;yes;yes;[Cleopatra, Loanne, Luz, Maura, Valeria, Thalie, Harika, Claralie, Chanel, Azelia, Editta, Ottilia, Dionisa, Filippa, Anatolia, Herminia, Mahfuze, Dicle, Isa, Maddalena, Saniye]
Damiana;03/03/2016;25;no;yes;[Ines, Güldeste, Ermenegarda, Luciana, Andere, Senalda, Leyla, Susanna, Mirari, Anatolia, Merve, Antea, Marinetta, Katife, Thalie, Sibilla, Macaria, Lourdes, Jesusa, Angelina, Apolline, Melitina, Pepita, Cassandra, Leyla]
Damienne;06/11/2014;18;yes;no;[Greta, Savina, Margaux, Bambina, Luminosa, Ugolina, Nergis, Fulya, Lore, Gustava, Saadet, Gabrielle, Filiz, Bienvenida, Sibilla, Seda, Liviana, Zoé]
Damita;24/01/2015;6;yes;no;[Andréanne, Roldana, Samime, Veridiana, Iole, Ségolène]
Damla;18/09/2015;13;no;yes;[Sibel, Leonilda, Ortensia, Naomie, Céline, Nihal, Griselda, Florinia, Susanna, Elvire, Eldora, Rocio, Iluminada]
Daniela;18/01/2016;11;yes;no;[Diega, Audrine, Xeveria, Aracelia, Dulcine, Cennet, Eliane, Bibiana, Antea, Asuncion, Sibilla]
Danielle;23/06/2015;3;yes;no;[Irènée, Nunziata, Nuriye]
Danita;08/06/2015;23;no;yes;[Guendalina, Nita, Artemisa, Müge, Immaculada, Alfonsa, Diane, Bernadetta, Delfina, Josefa, Pervin, Şelale, Sancha, Ombeline, Edelberga, Natalina, Faustine, Astrid, Özden, Noëlie, Şiir, Calida, Gülsüm]
Danièle;13/03/2015;7;yes;no;[Gwenaëlle, Pertev, Azzurra, Fulya, Priscilla, Lale, Çiler]
Daphnée;06/01/2016;1;yes;no;[Virginie]
Daria;28/01/2016;15;no;no;[Zurina, Xalvadora, Marietta, Ivetta, Godeberta, Karine, Gülten, Şiir, Nazife, Ottilia, Rita, Rosamaria, Estela, Alizée, Hayrunissa]
Dauphine;26/04/2016;12;no;no;[Pιnar, Hazan, Sancia, Vildan, Délphine, Alda, Flor, Marisol, Melek, Nalda, Giusta, Saba]
Deanna;29/03/2016;17;yes;yes;[Dorotea, Neta, Şehrazat, Şaziye, Héloïse, Narcisa, Severa, Andere, Söğüda, Guillelmina, Socorro, Alejandra, Evangelina, Ebe, Gitana, Zelinda, Şeniz]
Debora;14/11/2014;15;yes;yes;[Artemisa, Lolie, Alita, Tarquinia, Nazife, Alessandra, Rica, Minerva, Semiha, Meriç, Morgana, Ainhoe, Saturnina, Floriana, Sancia]
Degna;19/11/2015;5;yes;no;[Justine, Gaudenzia, Elise, Müjde, Melosa]
Deiene;19/11/2014;10;no;no;[Angéline, Almunda, Ada, Marilena, Anitia, Aitziber, Şebnem, Sabriye, Ema, Elena]
Deikun;15/05/2015;1;yes;no;[Bedia]
Deina;24/01/2016;18;yes;no;[Nurhan, Annunziata, Sunay, Ausilia, Kamile, Sabahat,Sebahat, Melisa, Georgette, Puebla, Nezaket, Pelin, Marianne, Linda, Calogera, Anunciacion, Gechina, Selma, Graziana]
Delcine;26/07/2015;22;no;yes;[Oihane, Terceira, Şelale, Cunegonda, Liviana, Vina, Deiene, Frescura, Süheyla, Adélaïde, Godeliève, Sumru, Veta, Edelberga, Ilva, Nergis, Cemile, Benigna, Damla, Mine, Gigliola, Roana]
Delfina;03/02/2016;19;no;no;[Fusun, Nurseli, Feyza, Joëlle, Gaudenzia, Filiz, Ümmühan, Galena, Morgana, Carmela, Özlem, Aida, Bienvenida, Igone, Lore, İrem, Serafina, Lorraine, Ulfa]
Delia;01/08/2015;5;no;no;[Diler, Kesara, Nina, Delfina, Bibiana]
Delicia;28/01/2015;25;no;yes;[Asu, Dionis, Immaculada, Viola, Milena, Manon, Egle, Fabiana, Veneranda, Lora, Neslişah, Remziye, Brigida, Deren, Angelia, Délphine, Adeline, Onesta, Christelle, Mireille, Paule, Xavière, Marquilla, Genesia, Hürriyet]
Delinda;26/08/2014;24;yes;yes;[Carmela, Ermelinda, Roseline, Necla, Romola, Cléa, Salime, Adile, Orlanda, Cinzia, Tamara, Perran, Şaziye, Bernadetta, Diana, Elsie, Müjde, Müesser, Ottilia, Désirée, Devera, Edith, Lupe, Mendi]
Delizia;10/06/2016;9;yes;no;[Doloritas, Beste, Giliola, Sιla, Zoe, Bedriye, Eméline, Polissena, Lareina]
Delma;07/09/2014;25;yes;no;[Pakize, Exaltacion, Palladia, Desideria, Carmencita, Giacinta, Inocencia, Adalgisa, Legarre, Casta, Andeana, Suna, Estefana, Şaziye, Paola, Théoline, Ines, Loriana, Mücella, Netice, Addolorata, Pervenche, Michela, Valeria, Dulce]
Delmar;20/05/2016;2;no;no;[Lauralie, Bérénice]
Delmara;10/04/2015;12;yes;no;[Elisabetta, Orquidea, Glenda, Adina, Eléonore, Severa, Mélissa, Soave, Esterina, Dorothée, Hümeyra, Cordelia]
Demet;22/10/2014;11;yes;yes;[Piraye, Candice, Eugénie, Fe, Désirée, Clareta, Paulita, Adriana, Osanna, Eléonore, Şeniz]
Demetria;18/05/2015;22;no;no;[Esma, Marta, Concepcion, Vahide, Deikun, Melosia, Aletea, Gustava, Alba, Norma, Nuccia, Şahika, Fabiola, Pervenche, Batilda, Tansu, Leda, Corinne, Carla, Sabriye, Ramira, Céline]
Denise;18/08/2014;23;yes;no;[Renata, Jeannine, Florentina, Bedriye, Atalaya, Marisol, Tansu, Iginia, Irmine, Valeria, Charo, Mirabelle, Aimée, Eléonore, Şima, Domenica, Rosalinde, Séraphine, Aletea, Angelia, Merih, Sara, Günsel]
Deodata;02/08/2015;5;no;no;[Ventura, Blanche, Eskarna, Altea, Carletta]
Deren;01/10/2015;11;no;yes;[Gardotza, Nekana, Constanza, Hürriyet, Natalina, Eutalia, Corazon, Louise, Cleofe, Süher, Marjorie]
Dervişe;16/10/2015;4;yes;no;[Senona, Rio, Marthe, Vissia]
Desdemona;08/07/2016;2;yes;no;[Brigitta, İpek]
Desiderata;20/11/2015;9;no;no;[Fidan, Birsen, Proserpina, Munire, Imelda, Simone, Irènée, Şeyda, Donatella]
Desideria;26/02/2015;15;yes;no;[Bernadette, Vanille, Emanuela, Güzide, Lelia, Handan, Caroline, Adile, Handan, Vicenta, Almudena, Charlotte, Seyhan, Amina, Hayal]
Devera;12/05/2015;10;no;no;[Ianira, Şennur, Valérie, Valériane, Josée, Eufemia, Herminia, Ünsel, Frédérique, Gülriz]
Devota;28/08/2015;23;no;yes;[Naomie, Hüner, Macaria, Madeleine, Filiz, Larunda, Romilda, Mirari, Nebahat, Kamelya, Naomie, Loredana, Suna, Lareina, Tuba, Tuğba, Audrine, Tarsilla, Floriana, Ernestine, Liliana, Ildegarda, Marguerite, Denise]
Dia;15/06/2015;23;yes;no;[Madra, Suelita, Ombretta, Célie, Barbe, Romilda, Iolanda, Serin, Osanna, Rosa, Mirari, Rosalinde, Catena, Fulin, Nevada, Claralie, Guillelmina, Araceli, Seher, Dina, Hamide, Germaine, Arielle]
Diamante;01/06/2016;13;yes;no;[Soledad, Héloïse, Söğüda, Emélie, Bérénice, Lara, Rosanna, Gezana, Alejandrina, Silvana, Sevim, Landa, Gwendoline]
Diana;05/03/2015;22;yes;yes;[Marinetta, Iole, Nihan, Seral, Euphrasie, Deanna, Sena, Şengul, Pureza, Trella, Lise, Sofronia, Pervenche, Marianne, Roana, Addolorata, Rica, Nadine, Teresa, Melda, Ulviye, Rufa]
Diane;07/05/2016;19;no;yes;[Iona, Deren, Senona, Ernesta, Lucile, Salvadora, Aurkene, Eskarna, Seniha, Filiz, Dorothée, Rosemarie, Leyla, Rufa, Ambra, Grâce, Güldeste, Lucilla, Alev]
Dianora;20/02/2016;10;yes;no;[Acilia, Rabia, Vilma, Mina, Fortunata, Juliane, Armida, Emilie, Veneranda, Luisa]
Dicle;03/06/2016;23;no;no;[Annita, Ludivine, Laurie, Nicanora, Vanille, Natividad, Landa, Suzan, Vanessa, Nelia, Mahfuze, Adile, Carla, Selvaggia, Ferah, Nekana, Argelia, Madeleine, Bibiane, Olcay, Odetta, Viviana, Şeyda]
Diega;29/02/2016;13;yes;yes;[Raffaella, Clementina, Honoria, Cordelia, Benita, Ignacia, Manda, Damla, Giacinta, Erendiria, Marietta, Appia, Berta]
Digna;12/11/2015;9;no;no;[Meryem, Chiara, Brigitte, Ursulina, Dominique, Fermina, Nerea, Carolina, Aliye]
Diler;22/08/2015;8;yes;no;[Sefora, Leda, Semra, Novella, Aquilina, Nehir, Melodi, Cora]
Diletta;01/02/2016;8;yes;no;[Amedée, Cordelia, Irènée, Calvina, Paulita, Seina, Nazli, Dulina]
Dina;25/08/2014;18;yes;yes;[Alma, Clothilde, Iride, Naz, Thècle, Anastasia, Pelagia, Samona, Savannah, Raphaëlle, Charline, Ausiliatrice, Zurine, Legarre, Fabienne, Mehpare, Clementina, Eufemia]
Diodata;06/03/2015;23;yes;no;[Placida, Diodata, Nymphe, Annabella, Carola, Nathanaëlle, Sofia, Nymphe, Seyyal, Héloïse, Kutlay, Inocenta, Seden, Fahrunissa, Teodata, Egle, Brigitte, Aglaé, Minervina, Anunciacion, Rufina, Zaira, Charline]
Dionis;17/12/2014;20;no;yes;[Ümran, Annunziata, Ebe, Leticia, Eléa, Sezen, Ernestine, Nehir, Filiz, Mathilde, Elisabetta, Arcadia, Louise, Urielle, Carlota, Dia, Mercedes, Ileana, Rita, Aletia]
Dionisa;31/12/2015;17;no;yes;[Fem, Laurie, Mualla, Merih, Dulcine, Moira, İnci, Belgin, Ramona, Adelina, Mualla, Francine, Andere, Basilia, Sedef, Ancilla, Sofronia]
Dionisia;11/04/2015;4;no;no;[Ermelinda, Flavie, Sabite, Asia]
Doda;12/12/2014;2;yes;no;[Ilva, Marica]
Dolores;26/06/2015;5;yes;no;[Aitziber, Soave, Cornelia, Valeria, Nevada]
Dolorita;22/05/2015;19;no;no;[Véronique, Devera, Delma, Frédérique, Emélie, Kader, Dalila, Lydie, Pelagia, Théa, Serin, Marina, Océane, Jeannette, Güher, Ana, Concetta, Milagros, Suzan]
Doloritas;31/12/2015;3;yes;no;[Serena, Idea, Elodie]
Domenica;11/05/2015;13;yes;yes;[Domenica, Camilla, Maruta, Melosa, Arama, Necmiye, Sancia, Fadime, Melosia, Enriqueta, Ofelia, Camélie, Clarinda]
Dominga;27/03/2016;21;no;yes;[Micheline, Aleta, Fulya, Kesara, Maruta, Hasibe, Danita, Paulette, Lola, Clarence, Amélie, Delmar, Rengin, Ernesta, Mafalda, Emel, Adélaïde, Cora, Camila, Magali, Conshita]
Dominique;09/02/2015;4;no;no;[Teresa, Angelica, Isotta, Gülriz]
Domitille;24/01/2015;2;yes;no;[Lena, Lia]
Donata;06/03/2016;21;no;yes;[Naiara, İlke, Charlène, Fiorenza, Dauphine, Miraç, Güllü, Yolanda, Meltem, Carlota, Adélaïde, Zaira, Natalia, Emel, Rosmunda, Ugolina, Cleofe, Amaryllis, Orchidea, Océane, Thècle]
Donatella;27/08/2014;17;yes;yes;[Müberra, Azize, Clelia, Maïté, Mélanie, Sevda, Viola, Addolorata, Elaide, Ofelia, Astrid, Anita, Isotta, Maida, Yvonne, Dulce, Sevim]
Donna;21/11/2015;7;yes;no;[Quieta, Thiphanie, Nina, Odile, Carola, Agacia, Clareta]
Dora;30/11/2015;23;no;yes;[Özden, Rossana, Javiera, Nalan, Eugénie, Sandra, Dulcinia, Margherita, Süher, Usoa, Mélanie, Dina, Ildegonda, Laurène, Thiphanie, Elsa, Magda, Nita, Antonia, Hayriye, Banu, Patrizia, Lütfiye]
Dorbeta;26/02/2016;14;yes;no;[Dauphine, Saniye, Şenay, Samime, Elisa, Şeniz, Corinne, Madre, Franca, Céleste, Ambre, Lidia, Sidonia, İkbal]
Doriane;23/04/2016;12;no;no;[Lütfiye, Sabriye, Colette, Bernadetta, Elisabetta, Rufina, Diletta, Milagritos, Jacinta, Tünay, Amata, Lale]
Doris;13/02/2015;25;yes;no;[Melike, Meryem, Sandrine, Şeyda, Odette, İkbal, Uliva, Garabine, Duena, Monique, Gülden, Loanne, Felisa, Nevcivan, Sabine, Geneviève, Şeyma, Alona, Semiha, Annie, Lucilla, Carmen, Sefora, Şermin, Esma]
Dorotea;24/02/2015;3;yes;no;[Tezer, Simonetta, Calvina]
Doroteia;23/07/2016;11;yes;yes;[Betta, Crocefissa, Izar, Wanda, Estebana, Henriette, Pedra, Federica, Sidoine, Georgette, Anita]
Dorothée;05/10/2014;22;yes;no;[Amalure, Bartolomea, Kamile, Calida, Tayyibe, Egle, Betta, Şiir, Giovanna, Jeanne, Sonay, Berrak, Antonella, Françoise, Clarisse, Céline, Mora, Neslişah, Nadir, Delcine, Margot, Jaqueline]
Doğa;26/10/2015;24;no;yes;[Coraline, Rossella, Manon, Hayrunissa, Véronique, Lou, France, Odile, Amaryllis, Gioconda, Süher, Seden, Socorro, Mareta, Vanda, Billur, Sata, Marisa, Marjolaine, Druina, Türkan, Melitina, Anastasia, Séline]
Druina;29/08/2014;24;no;no;[Clelia, Gülgün, Naiara, Calandria, Penelope, Alizée, Buena, Carilla, Minervina, Leonia, Gertrudes, Teodolinda, Fadime, Gökben, Samona, Gülçin, Gwendoline, Carona, Siren, Esterina, Geltrude, Sanem, Reyyan, Delinda]
Duena;06/03/2015;6;yes;no;[Serena, Gloria, Clarence, Rio, Luce, Félicie]
Dulce;11/02/2016;2;yes;no;[Palladia, Gelsomina]
Dulcina;05/08/2016;24;yes;no;[Nathanaëlle, Adalberta, Juliane, Susana, Clarence, Addolorata, Galenia, Elaide, Aracelia, Nilüfer, Alexie, Melania, Lorda, Şelale, Cronida, Nurdan, Chiara, Ginevra, Arrate, Lea, Linda, Isotta, Fosca, Andrea]
Dulcine;07/11/2014;16;no;yes;[Henriqua, Raffaella, Coralie, Rossella, Kemena, Bibiane, Faustine, Idurre, Ysaline, Leticia, Naomie, Deodata, Serpil, Margherita, Necla, Dafne]
Dulcinea;26/10/2015;15;yes;no;[Aidia, Nives, Lalegün, Vissia, Mélie, Costanza, Quieta, Şükriye, Saniye, Calvina, Elsa, Mercede, Otilia, Azmiye, Cunegonda]
Dulcinia;13/09/2015;25;no;yes;[Amalur, Jesusa, Cesara, Garbine, Manuela, Sena, Yvonne, Aglaé, Kumru, Cemile, Fiorenza, Alegria, Prudencia, Floriane, Semiramis, Bibiane, Incoronata, Pembe, Hermosa, Çiğdem, Rose, Liboria, Simonne, Nimet, Mara]
Dulina;10/07/2016;3;no;no;[Dulcine, Sophie, Lorelie]
Déborah;02/01/2016;3;no;no;[Meryem, Gioconda, Nesrin]
Délphine;21/04/2016;1;yes;no;[Acilia]
Désirée;20/04/2015;18;yes;yes;[Vinciene, Roxane, Blanca, Alejandrina, Sarita, Aurora, Camila, Geneviève, Sylvie, Lola, Nebahat, Dalida, Nadia, Terceira, Terceira, Deodata, Serena, Modesta]
Dürdane;06/04/2015;6;yes;no;[Pervin, Pureza, Karine, Donatella, Rita, Pelagia]
Ebe;13/07/2015;6;no;no;[Isotta, Petronilla, Salvadora, Laure, Xavière, Gudule]
Ebru;18/12/2015;17;yes;no;[Selda, Fehime, Donatella, Dolores, Amata, Bienvenida, Geneviève, Aleta, Conshita, Lolitta, Aureliana, Ayten, Domenica, Zamora, Zosima, Altea, Faustine]
Edda;19/09/2014;4;no;no;[Yvette, May, İzgi, Buena]
Edelberga;17/03/2015;2;yes;no;[Fugen, Valeria]
Edith;26/04/2016;23;no;no;[Nina, Florida, Ada, Immacolata, Laurentine, Rossella, Urielle, Dia, Günsel, Florence, Maëlys, Nicanora, Camilla, Lisa, Marianna, Marcelle, Nilüfer, Marisol, Doğa, Jaqueline, Domenica, Elvia, Franca]
Editta;03/06/2015;1;no;no;[Mora]
Edvige;09/05/2016;18;yes;yes;[Oliveria, Nurdan, Tamara, Saturnina, Ayla, Hürmüz, Ave, Gülben, Serin, Urielle, Ülkü, Melodi, Arcelia, Angèle, Caroline, Seyhan, Fuldem, Gürcan]
Edwige;23/08/2014;17;yes;no;[Carilla, Dicle, İmge, Desiderata, Narcisa, Olinda, Loïs, Özden, Nimet, Aurore, Gustava, Galatea, Suzan, Linda, Loretta, Calpurnia, Sena]
Egizia;22/12/2014;11;no;no;[Philippine, Nolwenn, İffet, Shoshana, Sacide, Cécile, Lucile, Incoronata, Stella, Salime, Marina]
Eglantine;13/10/2014;8;no;no;[Clelia, Vinciene, Monique, Alexandra, Hürrem, Ambre, Letitia, Garbina]
Egle;09/03/2016;1;no;no;[Şehnaz]
Ekin;20/05/2016;1;yes;no;[Ludivine]
Ela;17/09/2015;18;yes;no;[Xavière, Kamelya, Nurdan, Nuccia, Munire, Gezane, Yvette, Marita, Roldana, Luz, Edda, Giovanna, Fosca, Brigitte, Quartilla, Josune, Pervenche, Veridiana]
Elaide;02/04/2015;24;no;no;[Stefania, Flor, Barbe, Lauralie, Brunilde, Tecla, Estefana, Felicita, Atanasia, Narcisa, Almunda, Greta, Ludovica, Géraldine, Germaine, Perla, Benvenuta, Casta, Colomba, Delmara, Tamara, Katife, Hayriye, Amalure]
Elbertina;06/10/2015;18;no;yes;[Jakinda, Denise, Tayyibe, Frescura, Marana, Aldonza, Raquel, Rita, Marjorie, Adile, Rezzan, Coraline, Claudine, Müge, Noëlle, Francesca, Evelyne, Ursulina]
Elda;15/04/2016;5;yes;no;[Thérèse, Fortunata, Coralie, Elettra, Geltrude]
Eldora;04/02/2015;2;yes;no;[Noëlle, Primavera]
Elena;10/02/2016;14;no;yes;[Cassiopea, Zita, Hasibe, Lucita, Bedia, Agurtzane, Aldonsa, Anastasia, Lucita, Elaide, Feyza, Incoronata, Dulcina, Loanne]
Eleonora;15/11/2014;6;yes;no;[Amanda, Léna, Tanyeli, Sofronia, Livia, Naciye]
Elettra;29/09/2015;6;yes;no;[Agathe, Savannah, Ikerne, Carmina, Mafalda, Mélisande]
Eliana;27/04/2016;9;no;no;[Nalda, Gülizar, Öykü, Doroteia, Marthe, Morgaine, Nicole, Orlanda, Fusun]
Eliane;04/06/2016;24;yes;yes;[Jeanne, Ilva, Leonia, Katife, Müesser, Laurine, Tarquinia, Marita, Gülen, Trasea, Odile, Delcine, Fernanda, Eracla, Dafne, Gisèle, Oliviera, Sena, Orquidia, Florentine, Alizée, Buket, Pepita, Naiara]
Elide;28/11/2014;8;no;no;[Coline, Conshita, Esperanza, Verdiana, Argelia, Munise, Lena, Ester]
Elimena;26/07/2016;16;no;yes;[Martina, Lena, Josefina, Berenice, Madalena, Emmanuelle, Charline, Adalgisa, Hazan, Dulce, Zenobia, Daria, Anastasie, Porzia, Müşerref, Ramira]
Elisa;16/06/2015;22;yes;yes;[Colette, Berenice, Sümeyya, Délphine, Marcelle, Beste, Appia, Colomba, Secondina, Süher, Altea, Senona, Cloe, Iluminada, Taziana, Salbatora, Camelia, Rosalind, Roslyn, Emine, Nesrin, Carmina]
Elisabeth;20/03/2015;23;no;no;[Marisa, Anatolia, Aida, Cointa, Angelina, Rosamaria, Aintzane, Fernande, Ninfa, Elise, Natalia, Joaquina, Méloée, Andréanne, Egizia, Clothilde, Feray, Coralie, Edda, Aida, Genoveffa, Carola, Reyhan]
Elisabetta;09/01/2016;1;yes;no;[Osana]
Elisabette;22/07/2015;19;no;yes;[Estela, Trasea, Pιnar, Edda, Viliana, Ermenegarda, Noemi, Legarre, Blanche, Lalie, Doda, Abbondanza, Laurine, Fernanda, Diane, Orchidea, Gülsen, Violaine, Rio]
Elise;24/10/2015;25;no;no;[Simona, Eloïse, Cunegonda, Nimet, Louredes, Benilde, Vanda, Charline, Diana, Calogera, Ümran, Dina, Calixte, Donna, Josefa, Venera, Christelle, Laurence, Seniha, Javiera, Vicdan, Letitia, Teodolinda, Blandine, Fiordaliso]
Elisea;19/03/2016;16;yes;yes;[Charlotte, Margarita, Enrica, Crocefissa, Joséphine, Marianna, Carlotta, Rana, Lucille, Bruna, Itxaro, Dahlia, Michela, Gwendoline, Juliette, Milagrosa]
Elisée;21/03/2015;12;yes;no;[Suzan, Lorelie, Maude, Griselda, Polissena, Germaine, Rose, Carmela, Philippine, Tarquinia, Xevera, Odilia]
Ella;06/06/2016;9;no;no;[Çağla, Consuela, Quiteria, Felisa, Beatrice, Alexandra, Gamze, Ora, Leticia]
Elodie;21/01/2015;24;no;no;[Druina, Alita, Ermelinda, Pastora, Ria, Silvana, Gwendoline, Kesare, Léa, Fahrunissa, Joaquina, Marthe, Sultan, Loredana, Cyprienne, Sιrma, Céline, Pia, Evelyne, Donata, Pura, Seçil, Alba, Cenobia]
Eloisa;04/07/2015;24;no;yes;[Nevin, Candice, Nermin, Susana, Dionisia, Katife, Floriane, Paule, Anita, Şaziye, Melike, Güher, Calpurnia, Astrid, Philomène, Stéphanie, Idea, Şelale, Irene, Alida, Raimunda, Verdad, Graziella, Fiore]
Elora;30/07/2016;6;no;no;[Ludivine, Nevcivan, Sevda, Luna, Doriane, Armida]
Eloée;11/12/2014;15;no;yes;[Selene, Alida, Usoa, Izar, Ebe, Crescenzia, Fatma, Fusun, Eusebia, Nurten, Erminia, Ignacia, Lidania, Editta, Garbina]
Eloïse;17/12/2015;21;no;yes;[Çiğdem, Clémence, Pepita, Godeliève, Hélyette, Marlène, Séphora, Nathalie, İlkben, Candide, Taziana, Eufrasia, Violeta, Lütfiye, Salvatora, Zenobia, Marilena, Renan, Hamide, Addolorata, Belgin]
Elsa;11/03/2015;14;yes;no;[Mariella, Anaïs, Séline, Benilde, Anna, Mélissa, Nita, Adalgisa, Roderiga, Nadir, Godiva, Pia, Melek, Bartolomea]
Elsie;28/10/2014;2;yes;no;[Dulcina, Flor]
Elvia;26/01/2015;20;yes;yes;[Adria, Necmiye, Mélie, Amaranta, Emiliana, Angéline, Séline, Bibiane, Sabrina, Jeannine, Adelita, Iole, Astrelle, Ottilia, Ségolène, Félicie, Hyacinthe, Maïté, Gaye, Gökben]
Elvira;04/07/2016;2;no;no;[Silvana, Ofelia]
Elvire;16/10/2014;25;yes;yes;[Galena, Andrée, Adelaide, Nevra, Ginessa, Mafalda, Filipa, Aletia, Gabrielle, Remziye, Rufina, Loïse, Josefina, Ariane, Sevim, Aza, Félicienne, Casimira, Ignacia, Madre, Séline, Yolanda, Leticia, Prisca, İkbal]
Eléa;14/06/2015;1;no;no;[İlke]
Eléonore;23/10/2014;2;yes;no;[Sinem, Leonilda]
Ema;06/02/2016;11;no;yes;[Lola, Iole, Nymphe, Sophie, Christine, Adèle, Aleta, Modesta, Zurina, Tina, Atanasia]
Emanuela;20/12/2015;5;no;no;[Ema, Evangelina, Solène, Ria, Dominique]
Emel;25/04/2015;19;no;yes;[Francine, Oriana, Agacia, Hélène, Eléa, Estela, Nazan, Sidonia, Blanche, Adoracion, Mine, Annie, Sezer, Gudule, Gülfem, Doloritas, Pamela, Rosalinda, Alfonsa]
Emeraude;08/06/2016;16;no;no;[Gülden, Eloïse, Esterina, Sabriye, Marietta, Onorina, Digna, Eugenia, Rosamaria, Colette, Pastora, İlknur, Luciana, Sevtap, Edvige, Salvadora]
Emerentienne;26/02/2015;24;no;yes;[Christiane, Dalila, Hande, Osana, Euphrasie, Tezer, Romane, Mukadder, Martine, Edda, Nihan, Adelina, Ines, Lucrezia, Handan, Consuela, Katife, Jaione, Gonca, Telica, Müesser, Beste, Carlita, Ave]
Emilia;12/09/2015;11;yes;no;[Vanda, Geneviève, Leonora, Nadège, İlke, Mora, Paquita, Doris, Sevtap, Sata, Odilia]
Emiliana;15/03/2015;16;no;no;[Alida, Lise, Angelia, Marjorie, Carletta, Déborah, Messalina, Calixte, Odilia, Ivetta, Ümmiye, Alfonsa, Tamara, Alejandra, Maëlle, Sabriye]
Emilie;06/09/2015;22;no;yes;[Mirari, Céline, Roldana, Amelia, Xeveria, İzgi, Hanife, Senona, Germaine, Rosamunda, Soledada, Lore, Tea, Desiderata, Claudine, Pervin, Laurence, Colombe, Belina, Dulce, Tuba, Tuğba, Frédérique]
Emine;02/09/2014;15;yes;no;[Nathalie, Ülkü, Carlota, Gökben, Glenda, Camelia, Osanna, Kezban, Magali, Aglaé, Cemile, Estelle, Irmina, Thiphanie, Bérangère]
Emma;08/08/2016;5;yes;no;[Gregoria, Donna, Sunay, Yolène, Josefina]
Emmanuelle;19/08/2015;1;yes;no;[Ginevra]
Emélie;02/04/2016;25;no;yes;[Fabienne, Alberta, Belgin, Gönül, Gertrudis, Adèle, Sébastienne, Eléa, Karine, Seval, Isabella, Bella, Sveva, Eleonora, Alexie, Kadriye, Figen, Şebnem, Unna, Galena, Loredana, Suzan, Elvia, Ermenegarda, Seren]
Eméline;23/09/2015;9;yes;no;[Garbina, İpek, Imelda, Sinem, Ana, Gülpembe, Ümmiye, Kutlay, Ortensia]
Encarnacion;16/06/2016;8;no;no;[Esmerelda, Penelope, Gülçin, Cyprienne, Bienvenida, Paloma, Natalia, Leman]
